ts_utc,zone,series,value,source
2023-07-01T20:00:00,DE-LU,price.day_ahead,92.97,energy_charts
2023-07-01T21:00:00,DE-LU,price.day_ahead,89.86,energy_charts
2023-07-01T22:00:00,DE-LU,price.day_ahead,16.45,energy_charts
2023-07-01T23:00:00,DE-LU,price.day_ahead,3.17,energy_charts
2023-07-02T00:00:00,DE-LU,price.day_ahead,0.01,energy_charts
2023-07-02T01:00:00,DE-LU,price.day_ahead,0.0,energy_charts
2023-07-02T02:00:00,DE-LU,price.day_ahead,-0.03,energy_charts
2023-07-02T03:00:00,DE-LU,price.day_ahead,-0.05,energy_charts
2023-07-02T04:00:00,DE-LU,price.day_ahead,-0.05,energy_charts
2023-07-02T05:00:00,DE-LU,price.day_ahead,-0.5,energy_charts
2023-07-02T06:00:00,DE-LU,price.day_ahead,-2.95,energy_charts
2023-07-02T07:00:00,DE-LU,price.day_ahead,-15.07,energy_charts
2023-07-02T08:00:00,DE-LU,price.day_ahead,-37.0,energy_charts
2023-07-02T09:00:00,DE-LU,price.day_ahead,-98.11,energy_charts
2023-07-02T10:00:00,DE-LU,price.day_ahead,-167.96,energy_charts
2023-07-02T11:00:00,DE-LU,price.day_ahead,-266.92,energy_charts
2023-07-02T12:00:00,DE-LU,price.day_ahead,-500.0,energy_charts
2023-07-02T13:00:00,DE-LU,price.day_ahead,-399.0,energy_charts
2023-07-02T14:00:00,DE-LU,price.day_ahead,-124.21,energy_charts
2023-07-02T15:00:00,DE-LU,price.day_ahead,-35.18,energy_charts
2023-07-02T16:00:00,DE-LU,price.day_ahead,-6.01,energy_charts
2023-07-02T17:00:00,DE-LU,price.day_ahead,4.83,energy_charts
2023-07-02T18:00:00,DE-LU,price.day_ahead,69.09,energy_charts
2023-07-02T19:00:00,DE-LU,price.day_ahead,85.61,energy_charts
2023-07-02T20:00:00,DE-LU,price.day_ahead,94.9,energy_charts
2023-07-02T21:00:00,DE-LU,price.day_ahead,86.08,energy_charts
2023-07-02T22:00:00,DE-LU,price.day_ahead,66.0,energy_charts
2023-07-02T23:00:00,DE-LU,price.day_ahead,43.5,energy_charts
2023-07-03T00:00:00,DE-LU,price.day_ahead,24.09,energy_charts
2023-07-03T01:00:00,DE-LU,price.day_ahead,10.26,energy_charts
2023-07-03T02:00:00,DE-LU,price.day_ahead,15.8,energy_charts
2023-07-03T03:00:00,DE-LU,price.day_ahead,54.0,energy_charts
2023-07-03T04:00:00,DE-LU,price.day_ahead,86.0,energy_charts
2023-07-03T05:00:00,DE-LU,price.day_ahead,110.89,energy_charts
2023-07-03T06:00:00,DE-LU,price.day_ahead,104.91,energy_charts
2023-07-03T07:00:00,DE-LU,price.day_ahead,61.71,energy_charts
2023-07-03T08:00:00,DE-LU,price.day_ahead,1.0,energy_charts
2023-07-03T09:00:00,DE-LU,price.day_ahead,-0.06,energy_charts
2023-07-03T10:00:00,DE-LU,price.day_ahead,-2.9,energy_charts
2023-07-03T11:00:00,DE-LU,price.day_ahead,-5.68,energy_charts
2023-07-03T12:00:00,DE-LU,price.day_ahead,-4.99,energy_charts
2023-07-03T13:00:00,DE-LU,price.day_ahead,-2.75,energy_charts
2023-07-03T14:00:00,DE-LU,price.day_ahead,-0.07,energy_charts
2023-07-03T15:00:00,DE-LU,price.day_ahead,22.5,energy_charts
2023-07-03T16:00:00,DE-LU,price.day_ahead,88.35,energy_charts
2023-07-03T17:00:00,DE-LU,price.day_ahead,116.38,energy_charts
2023-07-03T18:00:00,DE-LU,price.day_ahead,124.54,energy_charts
2023-07-03T19:00:00,DE-LU,price.day_ahead,128.09,energy_charts
2023-07-03T20:00:00,DE-LU,price.day_ahead,121.23,energy_charts
2023-07-03T21:00:00,DE-LU,price.day_ahead,114.5,energy_charts
2023-07-03T22:00:00,DE-LU,price.day_ahead,96.47,energy_charts
2023-07-03T23:00:00,DE-LU,price.day_ahead,80.8,energy_charts
2023-07-04T00:00:00,DE-LU,price.day_ahead,71.0,energy_charts
2023-07-04T01:00:00,DE-LU,price.day_ahead,64.38,energy_charts
2023-07-04T02:00:00,DE-LU,price.day_ahead,71.51,energy_charts
2023-07-04T03:00:00,DE-LU,price.day_ahead,85.09,energy_charts
2023-07-04T04:00:00,DE-LU,price.day_ahead,113.73,energy_charts
2023-07-04T05:00:00,DE-LU,price.day_ahead,119.97,energy_charts
2023-07-04T06:00:00,DE-LU,price.day_ahead,113.29,energy_charts
2023-07-04T07:00:00,DE-LU,price.day_ahead,76.08,energy_charts
2023-07-04T08:00:00,DE-LU,price.day_ahead,33.64,energy_charts
2023-07-04T09:00:00,DE-LU,price.day_ahead,10.08,energy_charts
2023-07-04T10:00:00,DE-LU,price.day_ahead,0.07,energy_charts
2023-07-04T11:00:00,DE-LU,price.day_ahead,0.06,energy_charts
2023-07-04T12:00:00,DE-LU,price.day_ahead,9.91,energy_charts
2023-07-04T13:00:00,DE-LU,price.day_ahead,39.22,energy_charts
2023-07-04T14:00:00,DE-LU,price.day_ahead,83.84,energy_charts
2023-07-04T15:00:00,DE-LU,price.day_ahead,93.68,energy_charts
2023-07-04T16:00:00,DE-LU,price.day_ahead,116.9,energy_charts
2023-07-04T17:00:00,DE-LU,price.day_ahead,148.2,energy_charts
2023-07-04T18:00:00,DE-LU,price.day_ahead,173.99,energy_charts
2023-07-04T19:00:00,DE-LU,price.day_ahead,171.93,energy_charts
2023-07-04T20:00:00,DE-LU,price.day_ahead,145.03,energy_charts
2023-07-04T21:00:00,DE-LU,price.day_ahead,124.09,energy_charts
2023-07-04T22:00:00,DE-LU,price.day_ahead,124.32,energy_charts
2023-07-04T23:00:00,DE-LU,price.day_ahead,110.41,energy_charts
2023-07-05T00:00:00,DE-LU,price.day_ahead,94.76,energy_charts
2023-07-05T01:00:00,DE-LU,price.day_ahead,86.81,energy_charts
2023-07-05T02:00:00,DE-LU,price.day_ahead,67.3,energy_charts
2023-07-05T03:00:00,DE-LU,price.day_ahead,67.87,energy_charts
2023-07-05T04:00:00,DE-LU,price.day_ahead,76.64,energy_charts
2023-07-05T05:00:00,DE-LU,price.day_ahead,92.59,energy_charts
2023-07-05T06:00:00,DE-LU,price.day_ahead,98.35,energy_charts
2023-07-05T07:00:00,DE-LU,price.day_ahead,82.4,energy_charts
2023-07-05T08:00:00,DE-LU,price.day_ahead,73.44,energy_charts
2023-07-05T09:00:00,DE-LU,price.day_ahead,38.2,energy_charts
2023-07-05T10:00:00,DE-LU,price.day_ahead,0.05,energy_charts
2023-07-05T11:00:00,DE-LU,price.day_ahead,-3.09,energy_charts
2023-07-05T12:00:00,DE-LU,price.day_ahead,-9.93,energy_charts
2023-07-05T13:00:00,DE-LU,price.day_ahead,-9.9,energy_charts
2023-07-05T14:00:00,DE-LU,price.day_ahead,-3.52,energy_charts
2023-07-05T15:00:00,DE-LU,price.day_ahead,23.33,energy_charts
2023-07-05T16:00:00,DE-LU,price.day_ahead,83.2,energy_charts
2023-07-05T17:00:00,DE-LU,price.day_ahead,104.61,energy_charts
2023-07-05T18:00:00,DE-LU,price.day_ahead,118.44,energy_charts
2023-07-05T19:00:00,DE-LU,price.day_ahead,122.75,energy_charts
2023-07-05T20:00:00,DE-LU,price.day_ahead,121.34,energy_charts
2023-07-05T21:00:00,DE-LU,price.day_ahead,114.81,energy_charts
2023-07-05T22:00:00,DE-LU,price.day_ahead,91.62,energy_charts
2023-07-05T23:00:00,DE-LU,price.day_ahead,84.0,energy_charts
2023-07-06T00:00:00,DE-LU,price.day_ahead,82.4,energy_charts
2023-07-06T01:00:00,DE-LU,price.day_ahead,83.05,energy_charts
2023-07-06T02:00:00,DE-LU,price.day_ahead,85.01,energy_charts
2023-07-06T03:00:00,DE-LU,price.day_ahead,94.37,energy_charts
2023-07-06T04:00:00,DE-LU,price.day_ahead,113.75,energy_charts
2023-07-06T05:00:00,DE-LU,price.day_ahead,126.29,energy_charts
2023-07-06T06:00:00,DE-LU,price.day_ahead,124.85,energy_charts
2023-07-06T07:00:00,DE-LU,price.day_ahead,110.97,energy_charts
2023-07-06T08:00:00,DE-LU,price.day_ahead,95.03,energy_charts
2023-07-06T09:00:00,DE-LU,price.day_ahead,86.29,energy_charts
2023-07-06T10:00:00,DE-LU,price.day_ahead,78.17,energy_charts
2023-07-06T11:00:00,DE-LU,price.day_ahead,76.42,energy_charts
2023-07-06T12:00:00,DE-LU,price.day_ahead,78.15,energy_charts
2023-07-06T13:00:00,DE-LU,price.day_ahead,84.05,energy_charts
2023-07-06T14:00:00,DE-LU,price.day_ahead,88.1,energy_charts
2023-07-06T15:00:00,DE-LU,price.day_ahead,98.83,energy_charts
2023-07-06T16:00:00,DE-LU,price.day_ahead,116.42,energy_charts
2023-07-06T17:00:00,DE-LU,price.day_ahead,150.6,energy_charts
2023-07-06T18:00:00,DE-LU,price.day_ahead,184.13,energy_charts
2023-07-06T19:00:00,DE-LU,price.day_ahead,183.86,energy_charts
2023-07-06T20:00:00,DE-LU,price.day_ahead,137.57,energy_charts
2023-07-06T21:00:00,DE-LU,price.day_ahead,118.98,energy_charts
2023-07-06T22:00:00,DE-LU,price.day_ahead,114.0,energy_charts
2023-07-06T23:00:00,DE-LU,price.day_ahead,103.88,energy_charts
2023-07-07T00:00:00,DE-LU,price.day_ahead,97.6,energy_charts
2023-07-07T01:00:00,DE-LU,price.day_ahead,95.93,energy_charts
2023-07-07T02:00:00,DE-LU,price.day_ahead,98.01,energy_charts
2023-07-07T03:00:00,DE-LU,price.day_ahead,101.94,energy_charts
2023-07-07T04:00:00,DE-LU,price.day_ahead,135.47,energy_charts
2023-07-07T05:00:00,DE-LU,price.day_ahead,121.7,energy_charts
2023-07-07T06:00:00,DE-LU,price.day_ahead,108.83,energy_charts
2023-07-07T07:00:00,DE-LU,price.day_ahead,91.79,energy_charts
2023-07-07T08:00:00,DE-LU,price.day_ahead,84.0,energy_charts
2023-07-07T09:00:00,DE-LU,price.day_ahead,79.12,energy_charts
2023-07-07T10:00:00,DE-LU,price.day_ahead,74.9,energy_charts
2023-07-07T11:00:00,DE-LU,price.day_ahead,66.57,energy_charts
2023-07-07T12:00:00,DE-LU,price.day_ahead,64.98,energy_charts
2023-07-07T13:00:00,DE-LU,price.day_ahead,66.18,energy_charts
2023-07-07T14:00:00,DE-LU,price.day_ahead,80.29,energy_charts
2023-07-07T15:00:00,DE-LU,price.day_ahead,90.0,energy_charts
2023-07-07T16:00:00,DE-LU,price.day_ahead,117.65,energy_charts
2023-07-07T17:00:00,DE-LU,price.day_ahead,146.78,energy_charts
2023-07-07T18:00:00,DE-LU,price.day_ahead,173.24,energy_charts
2023-07-07T19:00:00,DE-LU,price.day_ahead,139.54,energy_charts
2023-07-07T20:00:00,DE-LU,price.day_ahead,117.27,energy_charts
2023-07-07T21:00:00,DE-LU,price.day_ahead,101.56,energy_charts
2023-07-07T22:00:00,DE-LU,price.day_ahead,100.27,energy_charts
2023-07-07T23:00:00,DE-LU,price.day_ahead,92.14,energy_charts
2023-07-08T00:00:00,DE-LU,price.day_ahead,89.97,energy_charts
2023-07-08T01:00:00,DE-LU,price.day_ahead,87.06,energy_charts
2023-07-08T02:00:00,DE-LU,price.day_ahead,88.84,energy_charts
2023-07-08T03:00:00,DE-LU,price.day_ahead,88.57,energy_charts
2023-07-08T04:00:00,DE-LU,price.day_ahead,84.94,energy_charts
2023-07-08T05:00:00,DE-LU,price.day_ahead,85.26,energy_charts
2023-07-08T06:00:00,DE-LU,price.day_ahead,83.77,energy_charts
2023-07-08T07:00:00,DE-LU,price.day_ahead,76.04,energy_charts
2023-07-08T08:00:00,DE-LU,price.day_ahead,60.9,energy_charts
2023-07-08T09:00:00,DE-LU,price.day_ahead,46.32,energy_charts
2023-07-08T10:00:00,DE-LU,price.day_ahead,35.22,energy_charts
2023-07-08T11:00:00,DE-LU,price.day_ahead,16.71,energy_charts
2023-07-08T12:00:00,DE-LU,price.day_ahead,16.73,energy_charts
2023-07-08T13:00:00,DE-LU,price.day_ahead,40.0,energy_charts
2023-07-08T14:00:00,DE-LU,price.day_ahead,60.9,energy_charts
2023-07-08T15:00:00,DE-LU,price.day_ahead,83.4,energy_charts
2023-07-08T16:00:00,DE-LU,price.day_ahead,107.3,energy_charts
2023-07-08T17:00:00,DE-LU,price.day_ahead,121.0,energy_charts
2023-07-08T18:00:00,DE-LU,price.day_ahead,128.76,energy_charts
2023-07-08T19:00:00,DE-LU,price.day_ahead,132.86,energy_charts
2023-07-08T20:00:00,DE-LU,price.day_ahead,129.72,energy_charts
2023-07-08T21:00:00,DE-LU,price.day_ahead,115.92,energy_charts
2023-07-08T22:00:00,DE-LU,price.day_ahead,109.44,energy_charts
2023-07-08T23:00:00,DE-LU,price.day_ahead,101.74,energy_charts
2023-07-09T00:00:00,DE-LU,price.day_ahead,101.82,energy_charts
2023-07-09T01:00:00,DE-LU,price.day_ahead,95.44,energy_charts
2023-07-09T02:00:00,DE-LU,price.day_ahead,95.79,energy_charts
2023-07-09T03:00:00,DE-LU,price.day_ahead,96.92,energy_charts
2023-07-09T04:00:00,DE-LU,price.day_ahead,94.68,energy_charts
2023-07-09T05:00:00,DE-LU,price.day_ahead,91.2,energy_charts
2023-07-09T06:00:00,DE-LU,price.day_ahead,86.24,energy_charts
2023-07-09T07:00:00,DE-LU,price.day_ahead,77.11,energy_charts
2023-07-09T08:00:00,DE-LU,price.day_ahead,60.15,energy_charts
2023-07-09T09:00:00,DE-LU,price.day_ahead,50.12,energy_charts
2023-07-09T10:00:00,DE-LU,price.day_ahead,45.69,energy_charts
2023-07-09T11:00:00,DE-LU,price.day_ahead,36.99,energy_charts
2023-07-09T12:00:00,DE-LU,price.day_ahead,44.85,energy_charts
2023-07-09T13:00:00,DE-LU,price.day_ahead,55.15,energy_charts
2023-07-09T14:00:00,DE-LU,price.day_ahead,72.99,energy_charts
2023-07-09T15:00:00,DE-LU,price.day_ahead,82.4,energy_charts
2023-07-09T16:00:00,DE-LU,price.day_ahead,105.1,energy_charts
2023-07-09T17:00:00,DE-LU,price.day_ahead,122.21,energy_charts
2023-07-09T18:00:00,DE-LU,price.day_ahead,132.12,energy_charts
2023-07-09T19:00:00,DE-LU,price.day_ahead,134.1,energy_charts
2023-07-09T20:00:00,DE-LU,price.day_ahead,132.12,energy_charts
2023-07-09T21:00:00,DE-LU,price.day_ahead,119.6,energy_charts
2023-07-09T22:00:00,DE-LU,price.day_ahead,112.49,energy_charts
2023-07-09T23:00:00,DE-LU,price.day_ahead,102.0,energy_charts
2023-07-10T00:00:00,DE-LU,price.day_ahead,94.3,energy_charts
2023-07-10T01:00:00,DE-LU,price.day_ahead,91.94,energy_charts
2023-07-10T02:00:00,DE-LU,price.day_ahead,93.31,energy_charts
2023-07-10T03:00:00,DE-LU,price.day_ahead,105.14,energy_charts
2023-07-10T04:00:00,DE-LU,price.day_ahead,121.67,energy_charts
2023-07-10T05:00:00,DE-LU,price.day_ahead,132.78,energy_charts
2023-07-10T06:00:00,DE-LU,price.day_ahead,134.27,energy_charts
2023-07-10T07:00:00,DE-LU,price.day_ahead,117.95,energy_charts
2023-07-10T08:00:00,DE-LU,price.day_ahead,105.28,energy_charts
2023-07-10T09:00:00,DE-LU,price.day_ahead,94.99,energy_charts
2023-07-10T10:00:00,DE-LU,price.day_ahead,89.23,energy_charts
2023-07-10T11:00:00,DE-LU,price.day_ahead,80.16,energy_charts
2023-07-10T12:00:00,DE-LU,price.day_ahead,74.48,energy_charts
2023-07-10T13:00:00,DE-LU,price.day_ahead,72.22,energy_charts
2023-07-10T14:00:00,DE-LU,price.day_ahead,81.46,energy_charts
2023-07-10T15:00:00,DE-LU,price.day_ahead,91.14,energy_charts
2023-07-10T16:00:00,DE-LU,price.day_ahead,122.67,energy_charts
2023-07-10T17:00:00,DE-LU,price.day_ahead,165.49,energy_charts
2023-07-10T18:00:00,DE-LU,price.day_ahead,176.01,energy_charts
2023-07-10T19:00:00,DE-LU,price.day_ahead,180.07,energy_charts
2023-07-10T20:00:00,DE-LU,price.day_ahead,162.92,energy_charts
2023-07-10T21:00:00,DE-LU,price.day_ahead,133.7,energy_charts
2023-07-10T22:00:00,DE-LU,price.day_ahead,124.41,energy_charts
2023-07-10T23:00:00,DE-LU,price.day_ahead,115.74,energy_charts
2023-07-11T00:00:00,DE-LU,price.day_ahead,105.29,energy_charts
2023-07-11T01:00:00,DE-LU,price.day_ahead,100.68,energy_charts
2023-07-11T02:00:00,DE-LU,price.day_ahead,99.7,energy_charts
2023-07-11T03:00:00,DE-LU,price.day_ahead,112.74,energy_charts
2023-07-11T04:00:00,DE-LU,price.day_ahead,123.55,energy_charts
2023-07-11T05:00:00,DE-LU,price.day_ahead,125.39,energy_charts
2023-07-11T06:00:00,DE-LU,price.day_ahead,120.95,energy_charts
2023-07-11T07:00:00,DE-LU,price.day_ahead,105.1,energy_charts
2023-07-11T08:00:00,DE-LU,price.day_ahead,93.82,energy_charts
2023-07-11T09:00:00,DE-LU,price.day_ahead,81.09,energy_charts
2023-07-11T10:00:00,DE-LU,price.day_ahead,57.76,energy_charts
2023-07-11T11:00:00,DE-LU,price.day_ahead,46.39,energy_charts
2023-07-11T12:00:00,DE-LU,price.day_ahead,47.39,energy_charts
2023-07-11T13:00:00,DE-LU,price.day_ahead,66.65,energy_charts
2023-07-11T14:00:00,DE-LU,price.day_ahead,88.22,energy_charts
2023-07-11T15:00:00,DE-LU,price.day_ahead,95.41,energy_charts
2023-07-11T16:00:00,DE-LU,price.day_ahead,121.58,energy_charts
2023-07-11T17:00:00,DE-LU,price.day_ahead,172.01,energy_charts
2023-07-11T18:00:00,DE-LU,price.day_ahead,180.99,energy_charts
2023-07-11T19:00:00,DE-LU,price.day_ahead,135.0,energy_charts
2023-07-11T20:00:00,DE-LU,price.day_ahead,119.95,energy_charts
2023-07-11T21:00:00,DE-LU,price.day_ahead,103.18,energy_charts
2023-07-11T22:00:00,DE-LU,price.day_ahead,98.47,energy_charts
2023-07-11T23:00:00,DE-LU,price.day_ahead,91.0,energy_charts
2023-07-12T00:00:00,DE-LU,price.day_ahead,90.0,energy_charts
2023-07-12T01:00:00,DE-LU,price.day_ahead,82.09,energy_charts
2023-07-12T02:00:00,DE-LU,price.day_ahead,83.58,energy_charts
2023-07-12T03:00:00,DE-LU,price.day_ahead,85.13,energy_charts
2023-07-12T04:00:00,DE-LU,price.day_ahead,102.05,energy_charts
2023-07-12T05:00:00,DE-LU,price.day_ahead,118.04,energy_charts
2023-07-12T06:00:00,DE-LU,price.day_ahead,120.0,energy_charts
2023-07-12T07:00:00,DE-LU,price.day_ahead,104.84,energy_charts
2023-07-12T08:00:00,DE-LU,price.day_ahead,86.36,energy_charts
2023-07-12T09:00:00,DE-LU,price.day_ahead,69.77,energy_charts
2023-07-12T10:00:00,DE-LU,price.day_ahead,15.87,energy_charts
2023-07-12T11:00:00,DE-LU,price.day_ahead,12.92,energy_charts
2023-07-12T12:00:00,DE-LU,price.day_ahead,19.33,energy_charts
2023-07-12T13:00:00,DE-LU,price.day_ahead,27.03,energy_charts
2023-07-12T14:00:00,DE-LU,price.day_ahead,53.97,energy_charts
2023-07-12T15:00:00,DE-LU,price.day_ahead,82.52,energy_charts
2023-07-12T16:00:00,DE-LU,price.day_ahead,99.36,energy_charts
2023-07-12T17:00:00,DE-LU,price.day_ahead,119.38,energy_charts
2023-07-12T18:00:00,DE-LU,price.day_ahead,146.26,energy_charts
2023-07-12T19:00:00,DE-LU,price.day_ahead,151.89,energy_charts
2023-07-12T20:00:00,DE-LU,price.day_ahead,126.41,energy_charts
2023-07-12T21:00:00,DE-LU,price.day_ahead,113.91,energy_charts
2023-07-12T22:00:00,DE-LU,price.day_ahead,105.09,energy_charts
2023-07-12T23:00:00,DE-LU,price.day_ahead,97.03,energy_charts
2023-07-13T00:00:00,DE-LU,price.day_ahead,95.04,energy_charts
2023-07-13T01:00:00,DE-LU,price.day_ahead,92.25,energy_charts
2023-07-13T02:00:00,DE-LU,price.day_ahead,92.1,energy_charts
2023-07-13T03:00:00,DE-LU,price.day_ahead,93.63,energy_charts
2023-07-13T04:00:00,DE-LU,price.day_ahead,107.39,energy_charts
2023-07-13T05:00:00,DE-LU,price.day_ahead,122.29,energy_charts
2023-07-13T06:00:00,DE-LU,price.day_ahead,119.1,energy_charts
2023-07-13T07:00:00,DE-LU,price.day_ahead,104.51,energy_charts
2023-07-13T08:00:00,DE-LU,price.day_ahead,91.17,energy_charts
2023-07-13T09:00:00,DE-LU,price.day_ahead,84.14,energy_charts
2023-07-13T10:00:00,DE-LU,price.day_ahead,77.3,energy_charts
2023-07-13T11:00:00,DE-LU,price.day_ahead,60.78,energy_charts
2023-07-13T12:00:00,DE-LU,price.day_ahead,50.02,energy_charts
2023-07-13T13:00:00,DE-LU,price.day_ahead,62.13,energy_charts
2023-07-13T14:00:00,DE-LU,price.day_ahead,76.3,energy_charts
2023-07-13T15:00:00,DE-LU,price.day_ahead,87.57,energy_charts
2023-07-13T16:00:00,DE-LU,price.day_ahead,93.7,energy_charts
2023-07-13T17:00:00,DE-LU,price.day_ahead,117.36,energy_charts
2023-07-13T18:00:00,DE-LU,price.day_ahead,130.86,energy_charts
2023-07-13T19:00:00,DE-LU,price.day_ahead,137.89,energy_charts
2023-07-13T20:00:00,DE-LU,price.day_ahead,129.67,energy_charts
2023-07-13T21:00:00,DE-LU,price.day_ahead,117.72,energy_charts
2023-07-13T22:00:00,DE-LU,price.day_ahead,101.0,energy_charts
2023-07-13T23:00:00,DE-LU,price.day_ahead,96.36,energy_charts
2023-07-14T00:00:00,DE-LU,price.day_ahead,92.91,energy_charts
2023-07-14T01:00:00,DE-LU,price.day_ahead,94.01,energy_charts
2023-07-14T02:00:00,DE-LU,price.day_ahead,93.35,energy_charts
2023-07-14T03:00:00,DE-LU,price.day_ahead,99.35,energy_charts
2023-07-14T04:00:00,DE-LU,price.day_ahead,114.0,energy_charts
2023-07-14T05:00:00,DE-LU,price.day_ahead,114.0,energy_charts
2023-07-14T06:00:00,DE-LU,price.day_ahead,103.76,energy_charts
2023-07-14T07:00:00,DE-LU,price.day_ahead,85.07,energy_charts
2023-07-14T08:00:00,DE-LU,price.day_ahead,79.71,energy_charts
2023-07-14T09:00:00,DE-LU,price.day_ahead,76.54,energy_charts
2023-07-14T10:00:00,DE-LU,price.day_ahead,73.95,energy_charts
2023-07-14T11:00:00,DE-LU,price.day_ahead,69.99,energy_charts
2023-07-14T12:00:00,DE-LU,price.day_ahead,75.13,energy_charts
2023-07-14T13:00:00,DE-LU,price.day_ahead,80.05,energy_charts
2023-07-14T14:00:00,DE-LU,price.day_ahead,85.1,energy_charts
2023-07-14T15:00:00,DE-LU,price.day_ahead,97.46,energy_charts
2023-07-14T16:00:00,DE-LU,price.day_ahead,115.25,energy_charts
2023-07-14T17:00:00,DE-LU,price.day_ahead,140.19,energy_charts
2023-07-14T18:00:00,DE-LU,price.day_ahead,139.92,energy_charts
2023-07-14T19:00:00,DE-LU,price.day_ahead,123.92,energy_charts
2023-07-14T20:00:00,DE-LU,price.day_ahead,95.25,energy_charts
2023-07-14T21:00:00,DE-LU,price.day_ahead,80.94,energy_charts
2023-07-14T22:00:00,DE-LU,price.day_ahead,72.28,energy_charts
2023-07-14T23:00:00,DE-LU,price.day_ahead,53.46,energy_charts
2023-07-15T00:00:00,DE-LU,price.day_ahead,29.15,energy_charts
2023-07-15T01:00:00,DE-LU,price.day_ahead,19.95,energy_charts
2023-07-15T02:00:00,DE-LU,price.day_ahead,16.98,energy_charts
2023-07-15T03:00:00,DE-LU,price.day_ahead,13.69,energy_charts
2023-07-15T04:00:00,DE-LU,price.day_ahead,19.9,energy_charts
2023-07-15T05:00:00,DE-LU,price.day_ahead,22.6,energy_charts
2023-07-15T06:00:00,DE-LU,price.day_ahead,29.95,energy_charts
2023-07-15T07:00:00,DE-LU,price.day_ahead,17.41,energy_charts
2023-07-15T08:00:00,DE-LU,price.day_ahead,4.6,energy_charts
2023-07-15T09:00:00,DE-LU,price.day_ahead,0.0,energy_charts
2023-07-15T10:00:00,DE-LU,price.day_ahead,-0.02,energy_charts
2023-07-15T11:00:00,DE-LU,price.day_ahead,-0.13,energy_charts
2023-07-15T12:00:00,DE-LU,price.day_ahead,-1.03,energy_charts
2023-07-15T13:00:00,DE-LU,price.day_ahead,-0.1,energy_charts
2023-07-15T14:00:00,DE-LU,price.day_ahead,0.02,energy_charts
2023-07-15T15:00:00,DE-LU,price.day_ahead,15.54,energy_charts
2023-07-15T16:00:00,DE-LU,price.day_ahead,74.51,energy_charts
2023-07-15T17:00:00,DE-LU,price.day_ahead,84.18,energy_charts
2023-07-15T18:00:00,DE-LU,price.day_ahead,88.36,energy_charts
2023-07-15T19:00:00,DE-LU,price.day_ahead,83.63,energy_charts
2023-07-15T20:00:00,DE-LU,price.day_ahead,83.02,energy_charts
2023-07-15T21:00:00,DE-LU,price.day_ahead,71.82,energy_charts
2023-07-15T22:00:00,DE-LU,price.day_ahead,56.94,energy_charts
2023-07-15T23:00:00,DE-LU,price.day_ahead,19.7,energy_charts
2023-07-16T00:00:00,DE-LU,price.day_ahead,2.68,energy_charts
2023-07-16T01:00:00,DE-LU,price.day_ahead,0.07,energy_charts
2023-07-16T02:00:00,DE-LU,price.day_ahead,0.0,energy_charts
2023-07-16T03:00:00,DE-LU,price.day_ahead,-0.42,energy_charts
2023-07-16T04:00:00,DE-LU,price.day_ahead,-2.07,energy_charts
2023-07-16T05:00:00,DE-LU,price.day_ahead,-1.1,energy_charts
2023-07-16T06:00:00,DE-LU,price.day_ahead,-2.09,energy_charts
2023-07-16T07:00:00,DE-LU,price.day_ahead,-9.92,energy_charts
2023-07-16T08:00:00,DE-LU,price.day_ahead,-19.34,energy_charts
2023-07-16T09:00:00,DE-LU,price.day_ahead,-24.8,energy_charts
2023-07-16T10:00:00,DE-LU,price.day_ahead,-38.39,energy_charts
2023-07-16T11:00:00,DE-LU,price.day_ahead,-50.09,energy_charts
2023-07-16T12:00:00,DE-LU,price.day_ahead,-60.04,energy_charts
2023-07-16T13:00:00,DE-LU,price.day_ahead,-48.31,energy_charts
2023-07-16T14:00:00,DE-LU,price.day_ahead,-26.57,energy_charts
2023-07-16T15:00:00,DE-LU,price.day_ahead,-5.01,energy_charts
2023-07-16T16:00:00,DE-LU,price.day_ahead,30.61,energy_charts
2023-07-16T17:00:00,DE-LU,price.day_ahead,92.51,energy_charts
2023-07-16T18:00:00,DE-LU,price.day_ahead,100.76,energy_charts
2023-07-16T19:00:00,DE-LU,price.day_ahead,109.21,energy_charts
2023-07-16T20:00:00,DE-LU,price.day_ahead,114.38,energy_charts
2023-07-16T21:00:00,DE-LU,price.day_ahead,110.0,energy_charts
2023-07-16T22:00:00,DE-LU,price.day_ahead,109.26,energy_charts
2023-07-16T23:00:00,DE-LU,price.day_ahead,102.17,energy_charts
2023-07-17T00:00:00,DE-LU,price.day_ahead,95.19,energy_charts
2023-07-17T01:00:00,DE-LU,price.day_ahead,88.1,energy_charts
2023-07-17T02:00:00,DE-LU,price.day_ahead,90.59,energy_charts
2023-07-17T03:00:00,DE-LU,price.day_ahead,97.23,energy_charts
2023-07-17T04:00:00,DE-LU,price.day_ahead,120.02,energy_charts
2023-07-17T05:00:00,DE-LU,price.day_ahead,129.66,energy_charts
2023-07-17T06:00:00,DE-LU,price.day_ahead,112.47,energy_charts
2023-07-17T07:00:00,DE-LU,price.day_ahead,94.14,energy_charts
2023-07-17T08:00:00,DE-LU,price.day_ahead,77.9,energy_charts
2023-07-17T09:00:00,DE-LU,price.day_ahead,45.07,energy_charts
2023-07-17T10:00:00,DE-LU,price.day_ahead,0.88,energy_charts
2023-07-17T11:00:00,DE-LU,price.day_ahead,0.63,energy_charts
